aar,kommune_nr,vreg_3,kjonn,tabellvariabel,tabell_navn,enhet
2009,1151,1,0,0,sysselsatte_kjonn_land,personer
2009,1227,2,1,0,sysselsatte_kjonn_land,personer
2009,1543,2,1,0,sysselsatte_kjonn_land,personer
2009,1573,2,1,0,sysselsatte_kjonn_land,personer
2009,1633,2,0,0,sysselsatte_kjonn_land,personer
2009,1633,2,alle,0,sysselsatte_kjonn_land,personer
2009,1723,2,1,0,sysselsatte_kjonn_land,personer
2009,1723,2,alle,0,sysselsatte_kjonn_land,personer
2009,1743,2,0,0,sysselsatte_kjonn_land,personer
2009,1749,2,1,0,sysselsatte_kjonn_land,personer
2009,1811,2,1,0,sysselsatte_kjonn_land,personer
2009,1839,1,1,0,sysselsatte_kjonn_land,personer
2009,1839,2,0,0,sysselsatte_kjonn_land,personer
2009,1839,2,alle,0,sysselsatte_kjonn_land,personer
2009,1839,alle,1,0,sysselsatte_kjonn_land,personer
2009,1852,2,1,0,sysselsatte_kjonn_land,personer
2009,1856,2,1,0,sysselsatte_kjonn_land,personer
2009,1859,2,1,0,sysselsatte_kjonn_land,personer
2009,1943,2,1,0,sysselsatte_kjonn_land,personer
2010,1145,2,0,0,sysselsatte_kjonn_land,personer
2010,1145,2,alle,0,sysselsatte_kjonn_land,personer
2010,1234,2,1,0,sysselsatte_kjonn_land,personer
2010,1633,2,0,0,sysselsatte_kjonn_land,personer
2010,1633,2,alle,0,sysselsatte_kjonn_land,personer
2010,1723,2,1,0,sysselsatte_kjonn_land,personer
2010,1723,2,alle,0,sysselsatte_kjonn_land,personer
2010,1749,2,1,0,sysselsatte_kjonn_land,personer
2010,1811,2,1,0,sysselsatte_kjonn_land,personer
2010,1839,1,1,0,sysselsatte_kjonn_land,personer
2010,1839,2,0,0,sysselsatte_kjonn_land,personer
2010,1852,2,1,0,sysselsatte_kjonn_land,personer
2010,1856,2,1,0,sysselsatte_kjonn_land,personer
2010,1859,2,1,0,sysselsatte_kjonn_land,personer
2011,0432,2,1,0,sysselsatte_kjonn_land,personer
2011,1145,2,1,0,sysselsatte_kjonn_land,personer
2011,1234,2,1,0,sysselsatte_kjonn_land,personer
2011,1633,2,0,0,sysselsatte_kjonn_land,personer
2011,1739,2,1,0,sysselsatte_kjonn_land,personer
2011,1749,2,1,0,sysselsatte_kjonn_land,personer
2011,1839,2,1,0,sysselsatte_kjonn_land,personer
2011,1845,2,1,0,sysselsatte_kjonn_land,personer
2011,1852,2,1,0,sysselsatte_kjonn_land,personer
2011,1856,2,1,0,sysselsatte_kjonn_land,personer
2011,1859,2,1,0,sysselsatte_kjonn_land,personer
2011,1926,2,1,0,sysselsatte_kjonn_land,personer
2012,0118,2,1,0,sysselsatte_kjonn_land,personer
2012,0830,2,1,0,sysselsatte_kjonn_land,personer
2012,1421,2,1,0,sysselsatte_kjonn_land,personer
2012,1816,2,1,0,sysselsatte_kjonn_land,personer
2012,1852,2,1,0,sysselsatte_kjonn_land,personer
2012,1926,2,1,0,sysselsatte_kjonn_land,personer
2012,2017,2,1,0,sysselsatte_kjonn_land,personer
2013,0118,2,1,0,sysselsatte_kjonn_land,personer
2013,1633,2,0,0,sysselsatte_kjonn_land,personer
2013,1749,2,1,0,sysselsatte_kjonn_land,personer
2013,1874,2,1,0,sysselsatte_kjonn_land,personer
2013,2017,2,1,0,sysselsatte_kjonn_land,personer
2014,0827,2,1,0,sysselsatte_kjonn_land,personer
2014,1573,2,1,0,sysselsatte_kjonn_land,personer
2014,1748,2,1,0,sysselsatte_kjonn_land,personer
2014,1749,2,1,0,sysselsatte_kjonn_land,personer
2014,1852,2,1,0,sysselsatte_kjonn_land,personer
2014,1928,2,1,0,sysselsatte_kjonn_land,personer
2014,1943,2,1,0,sysselsatte_kjonn_land,personer
2006,0432,2,1,0,sysselsatte_kjonn_land,personer
2006,0434,2,0,0,sysselsatte_kjonn_land,personer
2006,0514,2,0,0,sysselsatte_kjonn_land,personer
2006,0941,2,1,0,sysselsatte_kjonn_land,personer
2006,1144,2,0,0,sysselsatte_kjonn_land,personer
2006,1144,2,1,0,sysselsatte_kjonn_land,personer
2006,1227,2,0,0,sysselsatte_kjonn_land,personer
2006,1227,2,1,0,sysselsatte_kjonn_land,personer
2006,1252,2,0,0,sysselsatte_kjonn_land,personer
2006,1252,2,alle,0,sysselsatte_kjonn_land,personer
2006,1252,alle,0,0,sysselsatte_kjonn_land,personer
2006,1252,alle,alle,0,sysselsatte_kjonn_land,personer
2006,1412,2,0,0,sysselsatte_kjonn_land,personer
2006,1546,2,1,0,sysselsatte_kjonn_land,personer
2006,1567,1,0,0,sysselsatte_kjonn_land,personer
2006,1613,2,1,0,sysselsatte_kjonn_land,personer
2006,1633,1,1,0,sysselsatte_kjonn_land,personer
2006,1633,alle,1,0,sysselsatte_kjonn_land,personer
2006,1636,2,1,0,sysselsatte_kjonn_land,personer
2006,1665,2,1,0,sysselsatte_kjonn_land,personer
2006,1740,2,1,0,sysselsatte_kjonn_land,personer
2006,1743,1,0,0,sysselsatte_kjonn_land,personer
2006,1743,2,0,0,sysselsatte_kjonn_land,personer
2006,1743,2,1,0,sysselsatte_kjonn_land,personer
2006,1811,2,1,0,sysselsatte_kjonn_land,personer
2006,1835,2,0,0,sysselsatte_kjonn_land,personer
2006,1835,2,alle,0,sysselsatte_kjonn_land,personer
2006,1851,2,1,0,sysselsatte_kjonn_land,personer
2006,1852,1,1,0,sysselsatte_kjonn_land,personer
2006,1852,alle,1,0,sysselsatte_kjonn_land,personer
2006,1853,2,1,0,sysselsatte_kjonn_land,personer
2006,1856,1,0,0,sysselsatte_kjonn_land,personer
2006,1859,2,1,0,sysselsatte_kjonn_land,personer
2006,1874,2,1,0,sysselsatte_kjonn_land,personer
2006,1920,1,1,0,sysselsatte_kjonn_land,personer
2006,1920,2,1,0,sysselsatte_kjonn_land,personer
2006,1939,2,1,0,sysselsatte_kjonn_land,personer
2006,2014,2,1,0,sysselsatte_kjonn_land,personer
2006,2027,2,1,0,sysselsatte_kjonn_land,personer
2007,0439,1,1,0,sysselsatte_kjonn_land,personer
2007,0514,2,0,0,sysselsatte_kjonn_land,personer
2007,0827,2,1,0,sysselsatte_kjonn_land,personer
2007,0830,2,1,0,sysselsatte_kjonn_land,personer
2007,1144,2,0,0,sysselsatte_kjonn_land,personer
2007,1144,2,1,0,sysselsatte_kjonn_land,personer
2007,1145,2,0,0,sysselsatte_kjonn_land,personer
2007,1145,2,alle,0,sysselsatte_kjonn_land,personer
2007,1151,2,1,0,sysselsatte_kjonn_land,personer
2007,1151,alle,1,0,sysselsatte_kjonn_land,personer
2007,1227,2,0,0,sysselsatte_kjonn_land,personer
2007,1227,2,1,0,sysselsatte_kjonn_land,personer
2007,1233,2,0,0,sysselsatte_kjonn_land,personer
2007,1252,1,0,0,sysselsatte_kjonn_land,personer
2007,1252,1,alle,0,sysselsatte_kjonn_land,personer
2007,1252,2,0,0,sysselsatte_kjonn_land,personer
2007,1252,2,alle,0,sysselsatte_kjonn_land,personer
2007,1265,2,0,0,sysselsatte_kjonn_land,personer
2007,1265,2,alle,0,sysselsatte_kjonn_land,personer
2007,1412,2,0,0,sysselsatte_kjonn_land,personer
2007,1567,1,0,0,sysselsatte_kjonn_land,personer
2007,1633,1,1,0,sysselsatte_kjonn_land,personer
2007,1633,alle,1,0,sysselsatte_kjonn_land,personer
2007,1665,2,1,0,sysselsatte_kjonn_land,personer
2007,1743,2,0,0,sysselsatte_kjonn_land,personer
2007,1743,2,1,0,sysselsatte_kjonn_land,personer
2007,1751,2,1,0,sysselsatte_kjonn_land,personer
2007,1815,1,1,0,sysselsatte_kjonn_land,personer
2007,1815,alle,1,0,sysselsatte_kjonn_land,personer
2007,1845,1,0,0,sysselsatte_kjonn_land,personer
2007,1845,2,1,0,sysselsatte_kjonn_land,personer
2007,1852,1,1,0,sysselsatte_kjonn_land,personer
2007,1852,alle,1,0,sysselsatte_kjonn_land,personer
2007,1859,2,1,0,sysselsatte_kjonn_land,personer
2007,1874,2,1,0,sysselsatte_kjonn_land,personer
2007,1920,1,1,0,sysselsatte_kjonn_land,personer
2007,1920,2,1,0,sysselsatte_kjonn_land,personer
2007,1939,2,1,0,sysselsatte_kjonn_land,personer
2007,2011,2,0,0,sysselsatte_kjonn_land,personer
2008,0118,2,1,0,sysselsatte_kjonn_land,personer
2008,0432,2,1,0,sysselsatte_kjonn_land,personer
2008,0434,2,0,0,sysselsatte_kjonn_land,personer
2008,0439,2,1,0,sysselsatte_kjonn_land,personer
2008,1027,2,1,0,sysselsatte_kjonn_land,personer
2008,1129,2,1,0,sysselsatte_kjonn_land,personer
2008,1144,2,1,0,sysselsatte_kjonn_land,personer
2008,1145,2,0,0,sysselsatte_kjonn_land,personer
2008,1145,2,alle,0,sysselsatte_kjonn_land,personer
2008,1151,1,0,0,sysselsatte_kjonn_land,personer
2008,1151,1,1,0,sysselsatte_kjonn_land,personer
2008,1151,2,1,0,sysselsatte_kjonn_land,personer
2008,1252,1,1,0,sysselsatte_kjonn_land,personer
2008,1252,2,0,0,sysselsatte_kjonn_land,personer
2008,1252,2,alle,0,sysselsatte_kjonn_land,personer
2008,1252,alle,1,0,sysselsatte_kjonn_land,personer
2008,1412,2,0,0,sysselsatte_kjonn_land,personer
2008,1613,2,1,0,sysselsatte_kjonn_land,personer
2008,1630,2,1,0,sysselsatte_kjonn_land,personer
2008,1633,1,0,0,sysselsatte_kjonn_land,personer
2008,1633,1,alle,0,sysselsatte_kjonn_land,personer
2008,1633,alle,0,0,sysselsatte_kjonn_land,personer
2008,1633,alle,alle,0,sysselsatte_kjonn_land,personer
2008,1736,2,1,0,sysselsatte_kjonn_land,personer
2008,1743,2,0,0,sysselsatte_kjonn_land,personer
2008,1743,2,1,0,sysselsatte_kjonn_land,personer
2008,1825,2,1,0,sysselsatte_kjonn_land,personer
2008,1836,2,1,0,sysselsatte_kjonn_land,personer
2008,1852,1,1,0,sysselsatte_kjonn_land,personer
2008,1852,alle,1,0,sysselsatte_kjonn_land,personer
2008,1874,2,1,0,sysselsatte_kjonn_land,personer
2008,1920,1,1,0,sysselsatte_kjonn_land,personer
2008,1920,2,1,0,sysselsatte_kjonn_land,personer
2008,1926,2,1,0,sysselsatte_kjonn_land,personer
2008,1928,2,1,0,sysselsatte_kjonn_land,personer
2008,1940,2,1,0,sysselsatte_kjonn_land,personer
2008,2014,2,1,0,sysselsatte_kjonn_land,personer
2009,0118,2,1,0,sysselsatte_kjonn_land,personer
2009,0121,2,0,0,sysselsatte_kjonn_land,personer
2009,0432,2,1,0,sysselsatte_kjonn_land,personer
2009,0434,2,0,0,sysselsatte_kjonn_land,personer
2009,0830,2,1,0,sysselsatte_kjonn_land,personer
2009,0831,2,0,0,sysselsatte_kjonn_land,personer
2009,1027,2,1,0,sysselsatte_kjonn_land,personer
2009,1144,2,1,0,sysselsatte_kjonn_land,personer
2009,1151,1,1,0,sysselsatte_kjonn_land,personer
2009,1151,1,alle,0,sysselsatte_kjonn_land,personer
2009,1151,2,1,0,sysselsatte_kjonn_land,personer
2009,1234,2,1,0,sysselsatte_kjonn_land,personer
2009,1265,2,1,0,sysselsatte_kjonn_land,personer
2009,1444,2,0,0,sysselsatte_kjonn_land,personer
2009,1511,2,1,0,sysselsatte_kjonn_land,personer
2009,1613,2,1,0,sysselsatte_kjonn_land,personer
2009,1736,2,0,0,sysselsatte_kjonn_land,personer
2009,1743,2,1,0,sysselsatte_kjonn_land,personer
2009,1743,2,alle,0,sysselsatte_kjonn_land,personer
2009,1748,2,0,0,sysselsatte_kjonn_land,personer
2009,1748,2,alle,0,sysselsatte_kjonn_land,personer
2009,1751,2,1,0,sysselsatte_kjonn_land,personer
2009,1812,2,1,0,sysselsatte_kjonn_land,personer
2009,1825,2,1,0,sysselsatte_kjonn_land,personer
2009,1845,2,1,0,sysselsatte_kjonn_land,personer
2009,1850,2,1,0,sysselsatte_kjonn_land,personer
2009,1852,1,1,0,sysselsatte_kjonn_land,personer
2009,1852,alle,1,0,sysselsatte_kjonn_land,personer
2009,1853,2,1,0,sysselsatte_kjonn_land,personer
2009,1874,2,1,0,sysselsatte_kjonn_land,personer
2009,1920,2,1,0,sysselsatte_kjonn_land,personer
2009,1928,2,1,0,sysselsatte_kjonn_land,personer
2009,2017,2,1,0,sysselsatte_kjonn_land,personer
2010,0432,2,1,0,sysselsatte_kjonn_land,personer
2010,0439,2,1,0,sysselsatte_kjonn_land,personer
2010,0827,2,1,0,sysselsatte_kjonn_land,personer
2010,0830,2,1,0,sysselsatte_kjonn_land,personer
2010,0831,2,0,0,sysselsatte_kjonn_land,personer
2010,1027,2,1,0,sysselsatte_kjonn_land,personer
2010,1151,2,1,0,sysselsatte_kjonn_land,personer
2010,1227,2,1,0,sysselsatte_kjonn_land,personer
2010,1232,2,1,0,sysselsatte_kjonn_land,personer
2010,1252,2,0,0,sysselsatte_kjonn_land,personer
2010,1252,2,alle,0,sysselsatte_kjonn_land,personer
2010,1265,2,1,0,sysselsatte_kjonn_land,personer
2010,1266,2,1,0,sysselsatte_kjonn_land,personer
2010,1511,2,1,0,sysselsatte_kjonn_land,personer
2010,1543,2,1,0,sysselsatte_kjonn_land,personer
2010,1573,2,1,0,sysselsatte_kjonn_land,personer
2010,1613,2,1,0,sysselsatte_kjonn_land,personer
2010,1724,2,1,0,sysselsatte_kjonn_land,personer
2010,1725,2,1,0,sysselsatte_kjonn_land,personer
2010,1736,2,0,0,sysselsatte_kjonn_land,personer
2010,1743,2,0,0,sysselsatte_kjonn_land,personer
2010,1743,2,1,0,sysselsatte_kjonn_land,personer
2010,1748,2,0,0,sysselsatte_kjonn_land,personer
2010,1748,2,alle,0,sysselsatte_kjonn_land,personer
2010,1751,2,1,0,sysselsatte_kjonn_land,personer
2010,1812,2,1,0,sysselsatte_kjonn_land,personer
2010,1815,2,1,0,sysselsatte_kjonn_land,personer
2010,1825,2,1,0,sysselsatte_kjonn_land,personer
2010,1839,2,1,0,sysselsatte_kjonn_land,personer
2010,1839,2,alle,0,sysselsatte_kjonn_land,personer
2010,1839,alle,1,0,sysselsatte_kjonn_land,personer
2010,1845,2,1,0,sysselsatte_kjonn_land,personer
2010,1853,2,1,0,sysselsatte_kjonn_land,personer
2010,1920,1,1,0,sysselsatte_kjonn_land,personer
2010,1926,2,1,0,sysselsatte_kjonn_land,personer
2010,1928,2,1,0,sysselsatte_kjonn_land,personer
2010,1929,2,1,0,sysselsatte_kjonn_land,personer
2010,2017,2,1,0,sysselsatte_kjonn_land,personer
2011,0118,2,1,0,sysselsatte_kjonn_land,personer
2011,0121,2,0,0,sysselsatte_kjonn_land,personer
2011,0827,2,1,0,sysselsatte_kjonn_land,personer
2011,1144,2,1,0,sysselsatte_kjonn_land,personer
2011,1145,2,0,0,sysselsatte_kjonn_land,personer
2011,1145,2,alle,0,sysselsatte_kjonn_land,personer
2011,1265,2,1,0,sysselsatte_kjonn_land,personer
2011,1266,2,1,0,sysselsatte_kjonn_land,personer
2011,1419,2,1,0,sysselsatte_kjonn_land,personer
2011,1430,2,1,0,sysselsatte_kjonn_land,personer
2011,1511,2,1,0,sysselsatte_kjonn_land,personer
2011,1543,2,1,0,sysselsatte_kjonn_land,personer
2011,1573,2,1,0,sysselsatte_kjonn_land,personer
2011,1633,2,1,0,sysselsatte_kjonn_land,personer
2011,1633,2,alle,0,sysselsatte_kjonn_land,personer
2011,1725,2,1,0,sysselsatte_kjonn_land,personer
2011,1736,2,0,0,sysselsatte_kjonn_land,personer
2011,1738,2,0,0,sysselsatte_kjonn_land,personer
2011,1738,2,alle,0,sysselsatte_kjonn_land,personer
2011,1743,2,1,0,sysselsatte_kjonn_land,personer
2011,1748,2,0,0,sysselsatte_kjonn_land,personer
2011,1748,2,alle,0,sysselsatte_kjonn_land,personer
2011,1811,2,1,0,sysselsatte_kjonn_land,personer
2011,1815,2,1,0,sysselsatte_kjonn_land,personer
2011,1834,2,1,0,sysselsatte_kjonn_land,personer
2011,1839,2,0,0,sysselsatte_kjonn_land,personer
2011,1839,2,alle,0,sysselsatte_kjonn_land,personer
2011,1915,2,1,0,sysselsatte_kjonn_land,personer
2011,1920,2,1,0,sysselsatte_kjonn_land,personer
2011,1928,2,1,0,sysselsatte_kjonn_land,personer
2011,1943,2,1,0,sysselsatte_kjonn_land,personer
2012,0121,2,0,0,sysselsatte_kjonn_land,personer
2012,0432,2,1,0,sysselsatte_kjonn_land,personer
2012,0827,2,1,0,sysselsatte_kjonn_land,personer
2012,1027,2,1,0,sysselsatte_kjonn_land,personer
2012,1151,1,0,0,sysselsatte_kjonn_land,personer
2012,1151,2,1,0,sysselsatte_kjonn_land,personer
2012,1234,2,1,0,sysselsatte_kjonn_land,personer
2012,1265,2,1,0,sysselsatte_kjonn_land,personer
2012,1266,2,1,0,sysselsatte_kjonn_land,personer
2012,1419,2,1,0,sysselsatte_kjonn_land,personer
2012,1430,2,1,0,sysselsatte_kjonn_land,personer
2012,1543,2,1,0,sysselsatte_kjonn_land,personer
2012,1573,2,1,0,sysselsatte_kjonn_land,personer
2012,1633,2,0,0,sysselsatte_kjonn_land,personer
2012,1633,2,alle,0,sysselsatte_kjonn_land,personer
2012,1725,2,1,0,sysselsatte_kjonn_land,personer
2012,1736,2,0,0,sysselsatte_kjonn_land,personer
2012,1739,2,1,0,sysselsatte_kjonn_land,personer
2012,1743,2,1,0,sysselsatte_kjonn_land,personer
2012,1749,2,1,0,sysselsatte_kjonn_land,personer
2012,1815,2,1,0,sysselsatte_kjonn_land,personer
2012,1834,2,1,0,sysselsatte_kjonn_land,personer
2012,1845,2,1,0,sysselsatte_kjonn_land,personer
2012,1856,1,0,0,sysselsatte_kjonn_land,personer
2012,1856,2,1,0,sysselsatte_kjonn_land,personer
2012,1920,2,1,0,sysselsatte_kjonn_land,personer
2012,1928,2,1,0,sysselsatte_kjonn_land,personer
2013,0432,2,1,0,sysselsatte_kjonn_land,personer
2013,0512,2,1,0,sysselsatte_kjonn_land,personer
2013,0827,2,1,0,sysselsatte_kjonn_land,personer
2013,0830,2,1,0,sysselsatte_kjonn_land,personer
2013,1151,2,1,0,sysselsatte_kjonn_land,personer
2013,1234,2,1,0,sysselsatte_kjonn_land,personer
2013,1252,2,1,0,sysselsatte_kjonn_land,personer
2013,1265,2,0,0,sysselsatte_kjonn_land,personer
2013,1265,2,1,0,sysselsatte_kjonn_land,personer
2013,1430,2,1,0,sysselsatte_kjonn_land,personer
2013,1573,2,1,0,sysselsatte_kjonn_land,personer
2013,1633,2,1,0,sysselsatte_kjonn_land,personer
2013,1633,2,alle,0,sysselsatte_kjonn_land,personer
2013,1665,2,1,0,sysselsatte_kjonn_land,personer
2013,1738,2,0,0,sysselsatte_kjonn_land,personer
2013,1738,2,alle,0,sysselsatte_kjonn_land,personer
2013,1739,2,1,0,sysselsatte_kjonn_land,personer
2013,1811,2,1,0,sysselsatte_kjonn_land,personer
2013,1825,2,1,0,sysselsatte_kjonn_land,personer
2013,1852,2,1,0,sysselsatte_kjonn_land,personer
2013,1920,2,1,0,sysselsatte_kjonn_land,personer
2013,1926,2,1,0,sysselsatte_kjonn_land,personer
2013,1928,2,1,0,sysselsatte_kjonn_land,personer
2013,1943,2,1,0,sysselsatte_kjonn_land,personer
2014,0118,2,1,0,sysselsatte_kjonn_land,personer
2014,0121,2,0,0,sysselsatte_kjonn_land,personer
2014,0432,2,1,0,sysselsatte_kjonn_land,personer
2014,0831,2,1,0,sysselsatte_kjonn_land,personer
2014,1151,2,1,0,sysselsatte_kjonn_land,personer
2014,1252,2,1,0,sysselsatte_kjonn_land,personer
2014,1430,2,1,0,sysselsatte_kjonn_land,personer
2014,1567,2,1,0,sysselsatte_kjonn_land,personer
2014,1633,2,0,0,sysselsatte_kjonn_land,personer
2014,1633,2,alle,0,sysselsatte_kjonn_land,personer
2014,1665,2,1,0,sysselsatte_kjonn_land,personer
2014,1738,2,0,0,sysselsatte_kjonn_land,personer
2014,1738,2,1,0,sysselsatte_kjonn_land,personer
2014,1739,2,0,0,sysselsatte_kjonn_land,personer
2014,1739,2,1,0,sysselsatte_kjonn_land,personer
2014,1740,2,1,0,sysselsatte_kjonn_land,personer
2014,1755,2,1,0,sysselsatte_kjonn_land,personer
2014,1834,2,1,0,sysselsatte_kjonn_land,personer
2014,1856,2,1,0,sysselsatte_kjonn_land,personer
2014,1874,2,1,0,sysselsatte_kjonn_land,personer
2014,1920,2,1,0,sysselsatte_kjonn_land,personer
2006,0118,2,1,0,sysselsatte_kjonn_land,personer
2006,0121,2,1,0,sysselsatte_kjonn_land,personer
2006,0121,2,alle,0,sysselsatte_kjonn_land,personer
2006,0434,2,1,0,sysselsatte_kjonn_land,personer
2006,0541,2,1,0,sysselsatte_kjonn_land,personer
2006,0631,2,1,0,sysselsatte_kjonn_land,personer
2006,0830,2,1,0,sysselsatte_kjonn_land,personer
2006,0831,2,0,0,sysselsatte_kjonn_land,personer
2006,0912,1,0,0,sysselsatte_kjonn_land,personer
2006,0940,2,0,0,sysselsatte_kjonn_land,personer
2006,1026,2,1,0,sysselsatte_kjonn_land,personer
2006,1144,2,alle,0,sysselsatte_kjonn_land,personer
2006,1151,1,0,0,sysselsatte_kjonn_land,personer
2006,1151,1,alle,0,sysselsatte_kjonn_land,personer
2006,1151,2,0,0,sysselsatte_kjonn_land,personer
2006,1151,2,1,0,sysselsatte_kjonn_land,personer
2006,1151,alle,1,0,sysselsatte_kjonn_land,personer
2006,1222,2,1,0,sysselsatte_kjonn_land,personer
2006,1227,1,0,0,sysselsatte_kjonn_land,personer
2006,1227,2,alle,0,sysselsatte_kjonn_land,personer
2006,1232,1,0,0,sysselsatte_kjonn_land,personer
2006,1232,2,1,0,sysselsatte_kjonn_land,personer
2006,1234,2,1,0,sysselsatte_kjonn_land,personer
2006,1266,2,0,0,sysselsatte_kjonn_land,personer
2006,1266,2,1,0,sysselsatte_kjonn_land,personer
2006,1411,2,1,0,sysselsatte_kjonn_land,personer
2006,1412,2,1,0,sysselsatte_kjonn_land,personer
2006,1543,2,1,0,sysselsatte_kjonn_land,personer
2006,1567,1,1,0,sysselsatte_kjonn_land,personer
2006,1567,2,0,0,sysselsatte_kjonn_land,personer
2006,1567,2,alle,0,sysselsatte_kjonn_land,personer
2006,1567,alle,1,0,sysselsatte_kjonn_land,personer
2006,1632,1,0,0,sysselsatte_kjonn_land,personer
2006,1632,1,1,0,sysselsatte_kjonn_land,personer
2006,1632,alle,1,0,sysselsatte_kjonn_land,personer
2006,1633,1,0,0,sysselsatte_kjonn_land,personer
2006,1633,alle,0,0,sysselsatte_kjonn_land,personer
2006,1644,2,1,0,sysselsatte_kjonn_land,personer
2006,1665,1,1,0,sysselsatte_kjonn_land,personer
2006,1723,1,0,0,sysselsatte_kjonn_land,personer
2006,1723,1,1,0,sysselsatte_kjonn_land,personer
